measure,location,sex,age,cause,metric,year,val,upper,lower,colour
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,478.71410530232106,650.583296767322,339.03143645156786,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Congenital defects,Rate,1990,1379.967840842673,2383.881506033337,1121.667242815006,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Congenital defects,Rate,1990,1354.1345176005161,1587.6998875675868,1168.2155391298659,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Congenital defects,Rate,1990,1367.3799733377361,1938.619093353092,1159.5009210387866,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Low back pain,Rate,1990,813.6384142625562,1097.3611135912126,580.8146237902977,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Low back pain,Rate,1990,971.4615799368094,1299.5352187410597,686.3007474619125,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Low back pain,Rate,1990,898.7527307627705,1205.7083736598,639.63365283280325,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,262.99577336169136,363.46113052233574,183.20831424193614,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,264.0602573516749,360.65220749178803,188.07748708601972,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,261.91658642687685,360.0596448432936,184.41577467593933,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Congenital defects,Rate,1990,1476.779739465529,1649.6328211758419,1308.3191345917342,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Congenital defects,Rate,1990,1272.9473688735902,1403.0527190624648,1131.9852827300663,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Congenital defects,Rate,1990,1378.5832270374992,1518.5218051371653,1236.65392968536,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Maternal disorders,Rate,1991,0,0,0,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Maternal disorders,Rate,1991,696.2150800570244,741.5307146774355,646.1658547416997,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Maternal disorders,Rate,1991,343.7889128867846,366.1481936897889,319.08847420489633,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Neonatal disorders,Rate,1991,4688.896165793517,5055.516645630273,4375.193012050499,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Neonatal disorders,Rate,1991,3953.521565373712,4197.9652201775125,3723.269033087005,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Neonatal disorders,Rate,1991,4334.009841974109,4629.185542886649,4070.765968315325,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Hearing loss,Rate,1991,461.63011673622765,650.2199923882197,316.7726546950281,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Hearing loss,Rate,1991,408.00051492851514,574.860336147981,280.05933024773105,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hearing loss,Rate,1991,433.6466404623124,611.5753087775718,297.6019941656636,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Headache disorders,Rate,1991,503.74789784018964,723.1927157084734,328.51099816243845,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Headache disorders,Rate,1991,851.3427150156397,1204.8450427424734,559.489127789687,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Headache disorders,Rate,1991,676.943342809274,952.0009926340684,442.1388412228615,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Anxiety disorders,Rate,1990,322.4188447732931,431.3010551707536,229.72158915009533,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Anxiety disorders,Rate,1990,599.7791915031366,801.0135923143347,426.7909102319256,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Anxiety disorders,Rate,1990,462.62330289416263,616.3024111196769,329.6193431523356,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diabetes,Rate,1990,602.6999548060519,736.5929720842595,492.3913731828318,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diabetes,Rate,1990,495.9815557387262,605.6130484477094,404.36162655686275,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diabetes,Rate,1990,546.0822688578908,666.0196353911371,444.79501618382676,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Tuberculosis,Rate,1991,514.5130084113144,535.7011299268644,487.20610182991214,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Tuberculosis,Rate,1991,218.9302022495144,232.58071792599247,202.16171250370408,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,1991,359.1177143071198,373.4190335067117,343.0549186897227,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Self-harm,Rate,1990,849.6156818849767,857.317772754626,840.2691301829192,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Self-harm,Rate,1990,290.9618607396813,297.0156237995348,285.25192930744095,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Self-harm,Rate,1990,567.862469151059,573.6937133312813,561.6602785785298,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Hearing loss,Rate,1991,496.4259234192806,701.6854194788918,339.5064622075357,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Hearing loss,Rate,1991,455.1753356094221,643.2767513186225,310.9481672968945,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Hearing loss,Rate,1991,475.499619530429,672.8459589539858,325.6695338920744,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Road injuries,Rate,1991,1806.310152503916,1918.2401619517664,1717.6049661225723,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Road injuries,Rate,1991,684.1065376890629,733.6649028773404,642.4080776423061,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Road injuries,Rate,1991,1253.3396914974408,1324.6271880958673,1196.2603360246792,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Maternal disorders,Rate,1990,0,0,0,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Maternal disorders,Rate,1990,1372.5182616310367,1466.629082217452,1279.907668914633,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Maternal disorders,Rate,1990,679.4241839452752,725.8623216037329,633.7109678461392,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Tuberculosis,Rate,1990,523.0972572616433,547.2707654544721,493.66278889507464,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Tuberculosis,Rate,1990,224.86536525465309,239.39787429323837,205.8141092789945,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,1990,365.93446353013263,381.60516353143373,349.4229591611924,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,HIV/AIDS,Rate,1990,99.80171820843944,103.2831635659635,97.1920688172212,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,HIV/AIDS,Rate,1990,29.306068949929468,30.46201568111205,28.391126980253347,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,HIV/AIDS,Rate,1990,65.04117336795426,67.26749679478989,63.3836683575805,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Diarrhoeal diseases,Rate,1990,463.3148786778605,533.2761527840305,403.1669352694908,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Diarrhoeal diseases,Rate,1990,483.09979033726034,557.8291514925979,416.72491781871685,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Diarrhoeal diseases,Rate,1990,472.0812376521514,529.2309931715131,419.9496040676402,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,1990,4447.304119642706,4545.061234558567,4357.440114239269,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,1990,2677.7645939519425,2730.357914664592,2628.3236088009335,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,1990,3509.8207790636334,3571.7301549076456,3454.6859547839676,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Stroke,Rate,1990,3598.729827711118,3710.819990707666,3477.2129247045027,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Stroke,Rate,1990,2863.4118271503226,2974.7376408678533,2754.4937120730488,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Stroke,Rate,1990,3195.68130194538,3293.9949330641866,3097.3766585153485,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,COPD,Rate,1990,2025.677458411461,2113.3674138411275,1931.7711451173172,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,COPD,Rate,1990,1476.4883417800434,1587.9128019155062,1290.9763231890963,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,COPD,Rate,1990,1690.6646670479915,1769.6763883663866,1581.8555338640413,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Tuberculosis,Rate,1991,1594.1020823376166,1703.9772841150925,1488.6091791778142,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Tuberculosis,Rate,1991,1070.6009157737008,1164.4360320731469,968.6215124013323,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,1991,1322.2941348924576,1404.0025568568806,1240.0477090548745,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,HIV/AIDS,Rate,1991,571.31498742223,623.4442517094735,520.0722150706983,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,HIV/AIDS,Rate,1991,375.8494555382258,415.4278053967736,342.55491259664433,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,HIV/AIDS,Rate,1991,474.47956428884504,518.7070474517047,434.0793004741203,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diarrhoeal diseases,Rate,1991,2791.35576503923,3447.303411331034,2237.142747954557,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diarrhoeal diseases,Rate,1991,3086.6185759821624,3586.6136229026692,2592.751890485547,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diarrhoeal diseases,Rate,1991,2928.9350110403666,3364.7769069637366,2530.8393746200863,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Lower respiratory infections,Rate,1991,3853.2718007615554,4142.107445538512,3477.028737015122,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Lower respiratory infections,Rate,1991,3709.271830027679,4025.920246411312,3404.54859219967,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lower respiratory infections,Rate,1991,3770.5649327398796,4034.038083048714,3473.5283911332085,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Headache disorders,Rate,1990,462.76052074763726,661.210945028542,301.30120940045146,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Headache disorders,Rate,1990,827.2360339988168,1164.5027262620288,537.1542394932319,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Headache disorders,Rate,1990,646.3385640361611,912.724145859686,422.91306711146746,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Ischaemic heart disease,Rate,1990,3756.2210670702575,3826.6854908286964,3710.478775429561,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Ischaemic heart disease,Rate,1990,1688.432928599764,1719.661696227415,1659.7911415636074,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Ischaemic heart disease,Rate,1990,2614.592859569904,2657.0743825383406,2583.6748139872802,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Stroke,Rate,1990,1487.6896229764013,1546.8949231677595,1427.4380737419654,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Stroke,Rate,1990,1127.1092329596086,1184.581188014658,1068.151446757134,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Stroke,Rate,1990,1286.0764436217762,1340.9947015664332,1227.8281020026218,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Meningitis,Rate,1991,609.6561710748858,686.265430760742,512.6647586538998,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Meningitis,Rate,1991,549.3151343255726,620.0014018259964,454.34164148732134,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Meningitis,Rate,1991,580.1460948848295,644.5764514770402,498.8460161098513,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Measles,Rate,1991,906.8541666799325,1884.4776878600735,335.8996329135988,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Measles,Rate,1991,955.2445009622154,1996.167996444001,356.71066532399914,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Measles,Rate,1991,930.3572075246187,1918.1906104728716,345.0360862445285,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Malaria,Rate,1991,894.1626944037693,1233.7234659859485,619.1671914418988,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Malaria,Rate,1991,871.6923912101518,1196.4276860512002,605.3187988240293,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malaria,Rate,1991,883.0850234710975,1217.537443371727,617.0342082077146,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischaemic heart disease,Rate,1991,3694.8204878483903,3806.180459865272,3605.607090899837,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischaemic heart disease,Rate,1991,2209.958031324645,2277.969280231677,2157.8793925177324,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischaemic heart disease,Rate,1991,2918.191559272498,2988.159069062203,2862.1487822999193,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Stroke,Rate,1991,2591.2506039317254,2683.7816789978665,2504.378870157571,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Stroke,Rate,1991,2165.60364092481,2265.091223016761,2082.8112583425336,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stroke,Rate,1991,2367.1675462275393,2453.2319870592332,2292.594736761571,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Tuberculosis,Rate,1990,107.54485343620738,111.02581739689346,104.31797705984349,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Tuberculosis,Rate,1990,40.84843008246296,42.82146195705626,39.015571583620826,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Tuberculosis,Rate,1990,71.34894058284374,73.90269965467066,69.01593865630056,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,HIV/AIDS,Rate,1990,339.94934684829184,352.6471177399935,330.0067040888002,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,HIV/AIDS,Rate,1990,58.324203254949495,61.30662502146601,56.01911355683728,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,HIV/AIDS,Rate,1990,199.65515145524037,207.50277199788323,193.52706517697803,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diarrhoeal diseases,Rate,1990,67.52063120221676,86.03046056072218,52.15225310566528,A
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diarrhoeal diseases,Rate,1990,68.08115558979439,88.91284019942795,51.27167370719796,A
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diarrhoeal diseases,Rate,1990,67.84977215208254,87.49063782301292,51.761241790201595,A
